Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves_planned_objective,alternative term,antisymmetric property,bearer_of,BFO CLIF specification label,BFO OWL specification label,capable_of,Contributor,Coverage,Creator,curator note,Date,definition,definition source,denotes,Description,editor note,editor preferred term,editor preferred term,elucidation,example of usage,expand assertion to,expand expression to,first order logic expression,Format,has associated axiom(fol),has associated axiom(nl),has axiom label,has coordinate unit label,has curation status,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has measurement datum,has measurement unit label,has measurement value,has obsolescence reason,has time stamp,has x coordinate value,has y coordinate value,has z coordinate value,has_disposition,has_function,has_material_basis_in,has_output,has_part,has_quality,has_role,has_specified_input,has_specified_output,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/OBI_0000283,http://purl.obolibrary.org/obo/OBI_0000294,http://purl.obolibrary.org/obo/OBI_0000297,http://purl.obolibrary.org/obo/RO_0000053,http://purl.obolibrary.org/obo/RO_0000056,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/RO_0000058,http://purl.obolibrary.org/obo/RO_0000059,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://purl.org/obo/owl/OBO_REL#quality_of,http://www.geneontology.org/formats/oboInOwl#consider,http://www.geneontology.org/formats/oboInOwl#expandAssertionTo,http://www.geneontology.org/formats/oboInOwl#expandExpressionTo,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#hasDate,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasDefaultNamespace,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonymType,http://www.geneontology.org/formats/oboInOwl#hasURI,http://www.geneontology.org/formats/oboInOwl#hasVersion,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.geneontology.org/formats/oboInOwl#isCyclic,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#savedBy,http://www.obofoundry.org/ro/ro.owl#contained_in,http://www.obofoundry.org/ro/ro.owl#contains,http://www.obofoundry.org/ro/ro.owl#derived_into,http://www.obofoundry.org/ro/ro.owl#derives_from,http://www.obofoundry.org/ro/ro.owl#has_participant,http://www.obofoundry.org/ro/ro.owl#located_in,http://www.obofoundry.org/ro/ro.owl#location_of,http://www.obofoundry.org/ro/ro.owl#part_of,http://www.obofoundry.org/ro/ro.owl#participates_in,http://www.obofoundry.org/ro/ro.owl#preceded_by,http://www.obofoundry.org/ro/ro.owl#precedes,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#versionInfo,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,imported from,in branch,inheres_in,is about,is allocated id range,is denotator type,is duration of,is quality measured as,is quality measurement of,is quality specification of,is_specified_input_of,is_specified_output_of,Language,mentions,negatively_regulates,objective_achieved_by,OBO foundry unique label,ontology term requester,positively_regulates,Publisher,quality is specified as,realized_by,realizes,realizes,realizes,regulates,Relation,Resource Identifier,Resource Type,results_in,results_in_formation_of,retired from use as of,Rights Management,Source,Subject and Keywords,term editor,term replaced by,term tracker item,Title,towards,unfolds_in
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_10066,Muridae,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_337687,,,,,,,,,,,,,,,,,,Muridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_10066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muridae,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_33316,Coelomata,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_33213,,,,,,,,,,,,,,,,,,Coelomata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_33316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coelomata,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000616,infectious agent colony,,A colony whose members are infectious agents.,false,,,http://purl.obolibrary.org/obo/IDO_0000615,,,,,,,,,,,,,A colony whose members are infectious agents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infectious agent colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/OBI_0600014,material component separation,,a material processing in which components of an input material become segregated in space,false,,,http://purl.obolibrary.org/obo/OBI_0000094,,,,,,,,,,,,,a material processing in which components of an input material become segregated in space,,,,,material component separation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0600014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,material component separation,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000652,colonization of human perineum,,A colonization of human process in which the colonized site is a perineum.,false,,,http://purl.obolibrary.org/obo/IDO_0000650,,,,,,,,,,,,,A colonization of human process in which the colonized site is a perineum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colonization of human perineum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Diehl|Albert Goldfain|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000663,negative regulation of life-sustaining process,,"Any process that stops, prevents, or reduces the frequency, rate or extent of a life-sustaining process.",false,,,http://purl.org/obo/owl/GO#GO_0065007,,,,,,,,,,,,,"Any process that stops, prevents, or reduces the frequency, rate or extent of a life-sustaining process.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative regulation of life-sustaining process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Diehl|Lindsay Cowell,,,,,
http://purl.org/obo/owl/CHEBI#CHEBI_23367,molecular entity,,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.",false,,,http://www.ifomis.org/bfo/1.1/snap#MaterialEntity,,,,,,,,,,,,,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.",,,,,molecular entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHEBI:CHEBI_23367|chebi:CHEBI_23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,molecular entity,,,,,http://purl.org/obo/owl/CHEBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_314145,Laurasiatheria,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9347,,,,,,,,,,,,,,,,,,Laurasiatheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_314145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurasiatheria,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000596,infectious agent,,An organism that has an infectious disposition.,false,,,http://purl.obolibrary.org/obo/IDO_0000528|http://purl.obolibrary.org/obo/OBI_0100026,,,,,,,,,,,,,An organism that has an infectious disposition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infectious agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000585,collective pathogenic disposition,,A collective disposition to initiate processes that result in a disorder.|The disposition is realized in processes that create a disorder.,false,,,http://purl.obolibrary.org/obo/IDO_0000455,,,,,,,,,,,,,A collective disposition to initiate processes that result in a disorder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The disposition is realized in processes that create a disorder.,,collective pathogenic disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000423,fomite role,,An infectious agent vehicle role borne by an entity in virtue of the fact that the entity is not alive.,false,,,http://purl.obolibrary.org/obo/IDO_0000421,,,,,,,,,,,,,An infectious agent vehicle role borne by an entity in virtue of the fact that the entity is not alive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fomite role,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/FLU_0000845,"secondaries flight feather
",,"Flight feathers, smaller than the primaries, occurring in series along rear edge of wing between scapulars, inward of primaries.",false,,,http://www.ifomis.org/bfo/1.1/snap#MaterialEntity,,,,,,,,,,,,,"Flight feathers, smaller than the primaries, occurring in series along rear edge of wing between scapulars, inward of primaries.",URL:http://volusia.org/birding/glossary.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_8782,FLU:0000845,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_8782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"secondaries flight feather
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000856,sequence submitter role,,"A sequence submitter role is a study personnel role that is repsponsible for sending sequence (DNA, RNA, Protein) data to a repository, usually GenBank.",false,,,http://purl.obolibrary.org/obo/OBI_0000202,,,,,,,,,,,,,"A sequence submitter role is a study personnel role that is repsponsible for sending sequence (DNA, RNA, Protein) data to a repository, usually GenBank.",RBS:rbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sequence submitter role,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDO_0000628,chronic infection,,An infection that persists for an extended period of time.|DL needs 'extended period of time',false,,,http://purl.obolibrary.org/obo/IDO_0000586,,persistent infection,,,,,,,,,,,An infection that persists for an extended period of time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL needs 'extended period of time',,chronic infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/IDO_0000639,infectious human pathogen,,An infectious agent with a capability to infect human hosts.,false,,,http://purl.obolibrary.org/obo/IDO_0000596,,,,,,,,,,,,,An infectious agent with a capability to infect human hosts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDO:0000639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infectious human pathogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain|Alexander Diehl|Lindsay Cowell,,,,,
http://purl.obolibrary.org/obo/FLU_0000419,complementary ribonucleic acid role,,A complementary ribonucleic acid is a biological macromolecule role played by a RNA molecule that serves as a complementary copy (positive copy for negative stranded RNA and vice versa).,false,,,http://www.ifomis.org/bfo/1.1/snap#Role,,,,,,,,,,,,,A complementary ribonucleic acid is a biological macromolecule role played by a RNA molecule that serves as a complementary copy (positive copy for negative stranded RNA and vice versa).,RBS:rbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLU:0000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complementary ribonucleic acid role,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000400,cartesian spatial coordinate datum,,"A cartesian spatial coordinate datum is a representation of a point in a spatial region, in which equal changes in the magnitude of a coordinate value denote length qualities with the same magnitude",false,,,http://purl.obolibrary.org/obo/IAO_0000027,,,,,,,,,,,AR notes: We need to discuss whether it should include site.,,"A cartesian spatial coordinate datum is a representation of a point in a spatial region, in which equal changes in the magnitude of a coordinate value denote length qualities with the same magnitude",,http://purl.obolibrary.org/obo/BFO_0000018,,2009-08-18 Alan Ruttenberg - question to BFO list about whether the BFO sense of the lower dimensional regions is that they are always part of actual space (the three dimensional sort) http://groups.google.com/group/bfo-discuss/browse_thread/thread/9d04e717e39fb617,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,IAO:0000400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartesian spatial coordinate datum,http://groups.google.com/group/bfo-discuss/browse_thread/thread/9d04e717e39fb617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Ruttenberg,,,,,
http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9668,Mustela putorius,,,false,,,http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9665,,,,,,,,,,,,,,,,,,Mustela putorius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ncbitax:NCBITaxon_9668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustela putorius,,,,,http://purl.org/obo/owl/NCBITaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
